alteration,0.91
altered,0.90
alternate,0.88
alternate,0.91
alternately,0.90
alternating,0.89
alternation,0.84
alternative,0.95
alternative,0.95
alternatively,0.92
although,0.95
altitude,0.78
altogether,0.95
altruism,0.79
altruistic,0.82
alum,0.78
aluminum,0.80
alumnus,0.85
always,0.96
am,0.910658289
amalgam,0.84
amalgamation,0.87
amass,0.92
amateur,0.80
amateur,0.80
amaze,0.90
amazed,0.93
amazement,0.90
amazing,0.92
amazingly,0.90
amazonian,0.80
ambassador,0.87
amber,0.79
amber,0.83
ambience,0.88
ambient,0.83
ambiguity,0.91
ambiguous,0.92
ambition,0.92
ambitious,0.93
ambivalence,0.89
ambivalent,0.90
ambulance,0.87
ambulation,0.74
ambulatory,0.78
ambush,0.85
ambush,0.86
ameliorate,0.92
amelioration,0.58
amen,0.82
amenable,0.92
amend,0.85
amended,0.84
amendment,0.81
amends,0.74
amenities,0.89
american,0.910962367
american,0.911907002
americanist,0.67
americanization,0.710036426
amerindian,0.68
amid,0.93
amidst,0.88
amino,0.80
aminoglycoside,0.43
amish,0.66
amish,0.686027791
ammonia,0.76
ammonium,0.68
ammunition,0.85
amnesia,0.86
amnesty,0.84
among,0.95
amongst,0.90
amorous,0.74
amorphous,0.87
amortization,0.36
amount,0.92
amount,0.93
amp,0.75
amphetamine,0.70
amphibian,0.63
amphibian,0.65
amphibious,0.81
ample,0.95
amplification,0.83
amplifier,0.79
amplify,0.90
amplitude,0.80
amply,0.92
amputation,0.66
amputee,0.66
amulet,0.75
amuse,0.89
amused,0.89
amusement,0.92
amusing,0.91
amygdala,0.77
anachronism,0.86
anachronistic,0.88
anaerobic,0.74
anaesthesia,0.55
anal,0.81
analgesia,0.59
analgesic,0.76
analog,0.81
analogical,0.71
analogous,0.92
analogue,0.89
analogy,0.90
analyse,0.89
analysis,0.93
analyst,0.88
analytic,0.92
analytical,0.93
analytically,0.90
analyze,0.93
analyzer,0.70
anarchic,0.84
anarchist,0.75
anarchy,0.86
anasazi,0.71
anathema,0.88
anatomic,0.70
anatomical,0.86
anatomically,0.85
anatomy,0.89
ancestor,0.90
ancestral,0.89
ancestry,0.87
anchor,0.83
anchor,0.93
anchorage,0.84
anchovy,0.60
ancient,0.88
ancient,0.92
ancillary,0.92
ancova,0.84
and,0.96
and/or,0.93
andean,0.819629001
androgen,0.65
androgynous,0.72
android,0.69
anecdotal,0.93
anecdote,0.91
anemia,0.76
anemic,0.87
anesthesia,0.73
anew,0.93
angel,0.88
angelic,0.80
anger,0.89
anger,0.91
angina,0.64
angiography,0.63
angioplasty,0.68
angiosperm,0.58
angle,0.85
angle,0.85
angler,0.60
anglican,0.70
anglican,0.770964997
anglo,0.826366246
anglo-american,0.841852461
anglo-saxon,0.81
angolan,0.72
angrily,0.90
angry,0.92
angst,0.89
anguish,0.87
angular,0.77
animal,0.87
animate,0.86
animate,0.90
animated,0.87
animation,0.80
animosity,0.89
anisotropy,0.65
ankle,0.77
annal,0.89
annex,0.80
annex,0.86
annexation,0.82
annihilate,0.87
annihilation,0.88
anniversary,0.92
annotate,0.84
annotated,0.84
annotation,0.59
announce,0.93
announcement,0.91
announcer,0.85
annoy,0.92
annoyance,0.75
annoyed,0.79
annoying,0.88
annual,0.93
annualized,0.74
annually,0.92
annuity,0.72
annular,0.70
anoint,0.84
anomalous,0.89
anomaly,0.90
anonymity,0.89
anonymous,0.91
anonymously,0.90
anorexia,0.81
another,0.93
another,0.96
anova,0.861295766
answer,0.96
answer,0.96
answering,0.93
ant,0.73
antagonism,0.90
antagonist,0.89
antagonistic,0.91
antagonize,0.87
antarctic,0.725728311
antebellum,0.74
antecedent,0.87
antecedent,0.87
antelope,0.82
antenna,0.75
anterior,0.75
anthem,0.87
anthology,0.81
anthrax,0.77
anthropocentric,0.70
anthropogenic,0.75
anthropological,0.85
anthropologist,0.86
anthropology,0.86
anthropometric,0.71
anthropomorphic,0.80
anti,0.88
anti-abortion,0.74
anti-aging,0.65
anti-american,0.81
anti-apartheid,0.74
anti-catholic,0.72
anti-colonial,0.79
anti-communist,0.80
anti-competitive,0.58
anti-democratic,0.85
anti-depressant,0.84
anti-drug,0.70
anti-dumping,0.69
anti-imperialist,0.64
anti-inflammatory,0.72
anti-jewish,0.80
anti-retroviral,0.76
anti-semitic,0.81
anti-semitism,0.70
anti-war,0.84
anti-western,0.69
antibacterial,0.70
antibiotic,0.79
antibody,0.79
anticipate,0.95
anticipated,0.94
anticipation,0.91
anticipatory,0.77
antics,0.89
antidote,0.92
antifungal,0.69
antigen,0.74
antihistamine,0.68
antimatter,0.63
antimicrobial,0.68
antioxidant,0.74
antioxidant,0.74
antipathy,0.87
antiquated,0.91
antique,0.86
antique,0.87
antiquity,0.86
antisocial,0.81
antithesis,0.87
antithetical,0.85
antiviral,0.77
anvil,0.79
anxiety,0.87
anxious,0.95
anxiously,0.91
any,0.94
any,0.96
anybody,0.94
anymore,0.94
anyone,0.95
anything,0.93
anything,0.96
anyway,0.94
anywhere,0.92
apache,0.76
apache,0.79
apart,0.91
apart,0.94
apartheid,0.84
apartment,0.93
apathetic,0.88
apathy,0.90
ape,0.75
aperture,0.72
apex,0.89
aphid,0.65
aphorism,0.82
apiece,0.88
apnea,0.67
apocalypse,0.84
apocalyptic,0.86
apogee,0.82
apolitical,0.88
apologetic,0.84
apologist,0.84
apologize,0.87
apology,0.78
apostle,0.80
apostolic,0.72
apostrophe,0.41
apotheosis,0.79
app,0.80
appalachian,0.90
appall,0.89
appalling,0.90
apparatus,0.92
apparel,0.83
apparent,0.94
apparently,0.94
apparition,0.80
appeal,0.91
appeal,0.94
appealing,0.94
appear,0.94
appearance,0.94
appease,0.90
appeasement,0.77
appellate,0.78
append,0.90
appendage,0.73
appendix,0.93
appetite,0.91
applaud,0.92
applause,0.89
apple,0.87
appliance,0.86
applicability,0.92
applicable,0.92
applicant,0.90
application,0.87
applicator,0.43
applied,0.91
apply,0.95
appoint,0.90
appointed,0.89
appointee,0.80
appointment,0.91
apportion,0.76
apportionment,0.62
appraisal,0.83
appraise,0.89
appreciable,0.90
appreciably,0.86
appreciate,0.96
appreciation,0.95
appreciative,0.85
apprehend,0.89
apprehension,0.92
apprehensive,0.90
apprentice,0.88
apprenticeship,0.85
approach,0.95
approach,0.95
approaching,0.89
appropriate,0.93
appropriate,0.95
appropriately,0.95
appropriateness,0.90
appropriation,0.91
approval,0.93
approve,0.94
approved,0.87
approximate,0.87
approximate,0.93
approximately,0.92
approximation,0.89
apricot,0.78
apron,0.82
apt,0.95
aptitude,0.84
aptly,0.92
aquaculture,0.61
aquarium,0.71
aquatic,0.72
aqueduct,0.73
aqueous,0.72
aquifer,0.76
arab,0.809498328
arab,0.830918993
arab-american,0.54
arab-israeli,0.788326064
arabian,0.871394537
arabic,0.836077053
arabic,0.850643339
arable,0.85
arbiter,0.90
arbitrarily,0.92
arbitrariness,0.86
arbitrary,0.93
arbitration,0.71
arbitrator,0.70
arboretum,0.58
arc,0.87
arc,0.88
arcade,0.81
arcane,0.90
arch,0.80
arch,0.84
arch,0.87
archaeological,0.81
archaeologist,0.79
archaeology,0.76
archaic,0.89
archbishop,0.79
archdiocese,0.73
archeological,0.83
archeologist,0.77
archetypal,0.83
archetype,0.85
archipelago,0.84
architect,0.91
architectural,0.86
architecture,0.87
archival,0.87
archive,0.84
archive,0.90
arcsecond,0.67
arctic,0.771917715
ardent,0.91
arduous,0.92
area,0.93
arena,0.94
argentine,0.79
argentine,0.811114783
argon,0.66
arguable,0.87
arguably,0.93
argue,0.94
argument,0.93
argumentation,0.82
aria,0.66
arid,0.87
arise,0.94
aristocracy,0.87
aristocrat,0.88
aristocratic,0.86
aristotelian,0.847162013
arithmetic,0.86
ark,0.86
arm,0.91
arm,0.92
armada,0.84
armament,0.87
armchair,0.90
armed,0.87
armenian,0.651757224
armenian,0.72
armistice,0.81
armor,0.88
armored,0.80
army,0.87
aroma,0.67
aromatic,0.83
around,0.93
around,0.93
arousal,0.78
arouse,0.92
arrange,0.95
arrangement,0.94
array,0.86
array,0.88
arrest,0.87
arrest,0.91
arrestee,0.47
arrhythmia,0.76
arrival,0.92
arrive,0.94
arrogance,0.91
arrogant,0.92
arrow,0.88
arsenal,0.81
arsenic,0.68
arson,0.77
art,0.81
arterial,0.71
artery,0.78
artful,0.85
arthritis,0.77
arthropod,0.64
article,0.95
articulate,0.91
articulate,0.93
articulated,0.91
articulation,0.90
artifact,0.88
artifice,0.77
artificial,0.89
artificially,0.91
artillery,0.79
artisan,0.81
artisanal,0.73
artist,0.83
artistic,0.83
artistically,0.83
artistry,0.83
artwork,0.78
aryan,0.84
as,0.96
as,0.96
as,0.96
asbestos,0.75
ascend,0.91
ascendancy,0.89
ascending,0.91
ascension,0.82
ascent,0.90
ascertain,0.92
ascetic,0.70
asceticism,0.76
ascribe,0.92
asexual,0.64
ash,0.87
ashamed,0.91
ashore,0.84
asia-pacific,0.71
asian,0.855817958
asian,0.888309401
asiatic,0.80
aside,0.94
aside,0.96
ask,0.97
asking,0.89
asleep,0.92
asparagus,0.69
aspect,0.95
aspen,0.59
asphalt,0.72
aspiration,0.93
aspire,0.94
aspirin,0.70
aspiring,0.89
ass,0.92
assail,0.87
assailant,0.83
assassin,0.73
assassinate,0.87
assassination,0.85
assault,0.90
assault,0.91
assay,0.80
assemblage,0.82
assemble,0.90
assembled,0.90
assembly,0.90
assent,0.85
assert,0.94
assertion,0.93
assertive,0.90
assertiveness,0.81
assess,0.92
assessment,0.90
assessor,0.79
asset,0.88
assiduously,0.88
assign,0.94
assigned,0.90
assignment,0.90
assimilate,0.92
assimilated,0.84
assimilation,0.85
assist,0.94
assistance,0.93
assistant,0.92
assistant,0.94
assisted,0.84
assistive,0.75
associate,0.91
associate,0.92
associate,0.94
associated,0.92
association,0.96
associational,0.76
associative,0.86
assorted,0.92
assortment,0.91
assuage,0.90
assume,0.95
assumed,0.91
assumption,0.95
assurance,0.89
assure,0.96
assured,0.90
assyrian,0.61
asterisk,0.82
asteroid,0.69
asthma,0.75
asthmatic,0.65
astonish,0.90
astonished,0.91
astonishing,0.93
astonishingly,0.90
astonishment,0.88
astound,0.90
astounding,0.90
astray,0.89
astrology,0.82
astronaut,0.74
astronomer,0.71
astronomical,0.73
astronomy,0.71
astrophotography,0.68
astrophysical,0.69
astrophysicist,0.71
astrophysics,0.70
astute,0.93
asylum,0.73
asymmetric,0.84
asymmetrical,0.90
asymmetry,0.87
asymptomatic,0.73
asymptotic,0.67
asynchronous,0.77
at,0.95
at-risk,0.83
atheism,0.78
atheist,0.75
atheistic,0.78
athenian,0.68
athenian,0.78
atherosclerosis,0.74
athlete,0.75
athletic,0.77
athletics,0.79
atlas,0.80
atm,0.80
atmosphere,0.83
atmospheric,0.74
atom,0.73
atomic,0.80
atonement,0.62
atop,0.88
atrial,0.65
atrium,0.76
atrocity,0.87
atrophy,0.81
attach,0.90
attached,0.85
attachment,0.90
attack,0.91
attack,0.91
attacker,0.88
attain,0.95
attainable,0.92
attainment,0.83
attempt,0.95
attempt,0.95
attempted,0.91
attend,0.94
attendance,0.88
attendant,0.92
attendant,0.92
attendee,0.89
attention,0.96
attentional,0.78
attentive,0.93
attentiveness,0.85
attenuate,0.90
attenuation,0.72
attest,0.92
attic,0.86
attire,0.85
attitude,0.92
attitudinal,0.88
attorney,0.83
attract,0.94
attracting,0.93
attraction,0.91
attractive,0.93
attractiveness,0.84
attractor,0.60
attributable,0.92
attribute,0.90
attribute,0.95
attribution,0.82
attributional,0.67
attrition,0.87
attune,0.91
atypical,0.87
auburn,0.84
auction,0.84
auction,0.86
audacious,0.89
audacity,0.89
audible,0.88
audience,0.90
audio,0.80
audio,0.85
audio-visual,0.86
audiogram,0.68
audiometric,0.70
audiometry,0.65
audiotape,0.87
audit,0.81
audit,0.83
auditing,0.70
audition,0.81
auditor,0.77
auditorium,0.90
auditory,0.86
auger,0.69
augment,0.93
augmentation,0.77
augustinian,0.78
aunt,0.91
aura,0.86
aural,0.78
aureus,0.67
aurora,0.75
auspice,0.90
auspicious,0.84
austere,0.90
austerity,0.87
australian,0.78
australian,0.882161791
austrian,0.82
austrian,0.867735774
authentic,0.91
authentically,0.85
authenticate,0.85
authentication,0.54
authenticity,0.88
author,0.88
author,0.96
authorial,0.76
authoritarian,0.87
authoritarianism,0.84
authoritative,0.88
authority,0.93
authorization,0.87
authorize,0.89
authorized,0.91
authorship,0.83
autism,0.74
autistic,0.84
auto,0.89
autobiographical,0.85
autobiography,0.85
autocracy,0.73
autocratic,0.80
autograph,0.85
autoimmune,0.73
automaker,0.81
automate,0.81
automated,0.81
automatic,0.87
automatically,0.88
automation,0.81
automobile,0.90
automotive,0.82
autonomic,0.80
autonomous,0.92
autonomously,0.89
autonomy,0.91
autopsy,0.82
autumn,0.88
auxiliary,0.85
auxiliary,0.86
avail,0.88
avail,0.91
availability,0.90
available,0.92
avalanche,0.80
avant-garde,0.75
avant-garde,0.78
avatar,0.80
avenge,0.85
avenue,0.94
aver,0.89
average,0.92
average,0.93
average,0.94
averaged,0.85
averse,0.89
aversion,0.92
aversive,0.73
avert,0.92
avian,0.73
aviation,0.82
avid,0.91
avocado,0.78
avoid,0.96
avoidance,0.87
avowed,0.87
aw,0.65
await,0.93
awake,0.85
awake,0.92
awaken,0.91
awakening,0.82
award,0.87
award,0.92
award-winning,0.88
aware,0.96
awareness,0.94
awash,0.90
away,0.85
away,0.94
away,0.95
awe,0.90
awesome,0.92
awful,0.93
awfully,0.89
awhile,0.91
awkward,0.94
awkwardly,0.88
awry,0.90
ax,0.87
axe,0.86
axial,0.80
axillary,0.48
axiom,0.86
axis,0.88
axle,0.78
ayatollah,0.83
azimuth,0.69
aztec,0.72
aztec,0.752255724
babe,0.90
baboon,0.71
baby,0.94
baby-sitter,0.85
babylonian,0.69
baccalaureate,0.75
bachelor,0.87
bacillus,0.79
back,0.87
back,0.92
back,0.93
back,0.95
backbone,0.89
backdrop,0.92
backer,0.89
backfire,0.90
background,0.94
backing,0.89
backlash,0.88
backlit,0.70
backlog,0.86
backpack,0.86
backup,0.79
backup,0.80
backward,0.90
backward,0.92
backwardness,0.83
backwards,0.91
backwater,0.88
backyard,0.82
bacon,0.92
bacteria,0.81
bacterial,0.79
bad,0.95
bad,0.96
badge,0.89
badly,0.94
badminton,0.70
baffle,0.71
baffle,0.89
baffling,0.87
bag,0.83
bag,0.88
bagel,0.80
baggage,0.92
bah,0.32
bail,0.71
bail,0.88
bailout,0.82
bait,0.79
bait,0.80
bake,0.82
baked,0.81
baker,0.89
bakery,0.83
baking,0.79
balance,0.95
balance,0.95
balanced,0.96
balancing,0.87
balcony,0.90
bald,0.88
bale,0.83
balk,0.91
balkan,0.79
ball,0.90
ballad,0.60
ballast,0.66
ballet,0.82
ballistic,0.85
balloon,0.84
balloon,0.87
ballot,0.84
ballroom,0.81
balm,0.80
baltic,0.822457686
bamboo,0.83
ban,0.90
ban,0.92
banal,0.86
banality,0.79
banana,0.85
band,0.88
band,0.88
bandage,0.80
bandit,0.83
bandwagon,0.90
bandwidth,0.73
bane,0.90
bang,0.75
bang,0.91
banish,0.92
bank,0.89
bank,0.91
banker,0.87
banking,0.87
bankrupt,0.88
bankrupt,0.89
bankruptcy,0.77
banned,0.89
banner,0.92
banquet,0.86
baptism,0.77
baptismal,0.68
baptist,0.803479402
baptist,0.815572074
baptize,0.78
baptized,0.72
bar,0.90
bar,0.92
barbarian,0.80
barbarian,0.86
barbaric,0.86
barbarism,0.82
barbecue,0.86
barbed,0.87
barbell,0.71
barber,0.90
bard,0.85
bare,0.91
bare,0.92
barefoot,0.89
barely,0.94
bargain,0.89
bargain,0.89
bargaining,0.88
barge,0.86
bark,0.85
bark,0.91
barley,0.78
barn,0.89
barometer,0.88
baron,0.91
baroque,0.82
barracks,0.85
barrage,0.88
barrel,0.89
barren,0.89
barricade,0.85
barrier,0.92
barring,0.89
bartender,0.84
barter,0.85
barter,0.89
basal,0.85
base,0.93
base,0.95
baseball,0.89
baseline,0.88
basement,0.90
bash,0.89
basic,0.95
basically,0.94
basics,0.93
basil,0.76
basilica,0.77
basin,0.83
basis,0.95
bask,0.78
basket,0.91
basketball,0.84
basque,0.613898528
bass,0.82
bass,0.88
bastard,0.85
bastion,0.88
bat,0.72
bat,0.82
batch,0.79
bath,0.89
bathe,0.91
bathing,0.77
bathroom,0.91
bathtub,0.89
baton,0.72
battalion,0.77
batter,0.80
batter,0.85
battered,0.89
batterer,0.56
battery,0.81
battery-powered,0.77
batting,0.73
battle,0.89
battle,0.93
battlefield,0.87
battleground,0.88
battleship,0.73
bavarian,0.61
bay,0.83
bayesian,0.64
bayonet,0.77
bazaar,0.89
be,0.96
beach,0.89
beacon,0.89
bead,0.84
beaded,0.69
beadwork,0.59
beak,0.75
beam,0.76
beam,0.84
bean,0.86
bear,0.88
bear,0.94
beard,0.89
bearded,0.89
bearer,0.90
bearing,0.83
beast,0.90
beat,0.86
beat,0.95
beaten,0.91
beating,0.93
beatitude,0.58
beau,0.81
beautiful,0.93
beautifully,0.91
beauty,0.91
beaver,0.65
because,0.95
because,0.96
beckon,0.91
become,0.96
bed,0.91
bedding,0.81
bedevil,0.89
bedrock,0.87
bedroom,0.90
bedside,0.86
bedtime,0.83
bee,0.76
beech,0.73
beef,0.88
beehive,0.79
beekeeper,0.59
beer,0.90
beet,0.73
beetle,0.73
befall,0.89
befit,0.88
before,0.95
before,0.95
before,0.96
beforehand,0.92
befriend,0.90
beg,0.94
beget,0.89
beggar,0.63
begging,0.65
begin,0.95
beginner,0.88
beginning,0.95
behalf,0.92
behalf,0.92
behave,0.94
behavior,0.91
behavioral,0.89
behaviorally,0.82
behaviorist,0.83
behemoth,0.87
